# Summary of all canopy height measurements in Oensingen (mainly CH-Oe2 but some are neighbouring fields),,,,,,,;;;;;;;;;;
# Variables: date (format: YYYY-MM-DD); crop (crop on field); can_height_mean (average canopy height; cm); can_height_std (standard deviation of canopy height; cm); can_height_max (maximum canopy height; cm); n (number of measurements included in canopy height statistics); field (which field was the crop on); source (where is the original data stored),,,,,,,
# Prepared by: Carmen Emmel; Date: 2018-03-06,,,,,,,;;;;;;;;;
#  Updated on/by: 2018-03-13/Carmen Emmel (added data from Agroscope from 2006-2012), 2023-06-09/Regine Maier,,,,;;;;;;;;;;
,,,,,,,;;;;;;;;;;
date,crop,can_height_mean,can_height_std,can_height_max,n,field,source;;;;;;;;;;
2004-03-10,wheat,7,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2004-04-21,wheat,11.8,1.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-04-27,wheat,18.6,1.3,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-05-10,wheat,30.3,3,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-05-17,wheat,41.4,2.3,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-05-27,wheat,60.9,3.9,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-06-02,wheat,80,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2004-06-04,wheat,73.2,5.1,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-06-09,wheat,86.1,4.5,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-06-15,wheat,101.5,3.2,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-06-24,wheat,103.3,3.7,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-07-01,wheat,104.4,5.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2004/OTHER/oen2.2004.winterwheat_canopy_height_LAI.dat;;;;;;;;;;
2004-07-08,wheat,115,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2004-10-13,barley,1,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2005-03-22,barley,3.8,0.8,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-03-31,barley,7.7,1.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-04-12,barley,14,2.8,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-04-22,barley,17.6,2.9,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-05-17,barley,70.4,7.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-05-27,barley,94.4,7.7,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-06-13,barley,98.2,10,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-06-21,barley,93,7.7,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-07-01,barley,89,9.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-07-07,barley,86.1,7.8,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-07-11,barley,100,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2005-07-29,empty,0,0,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-08-08,empty,0,0,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-08-23,cover,7,1.4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-09-09,cover,11.2,2.7,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-09-23,cover,24.4,2.9,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-10-05,cover,38.3,4,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-10-18,cover,53.4,7.7,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2005/OTHER/oen2.2005.barley_canopy_height_LAI.xls;;;;;;;;;;
2005-11-01,cover,70,NA,NA,1,CH-Oe2,fieldbook;;;;;;;;;;
2006-05-24,potato,5.5,3.5,NA,NA,CH-Oe2,export/SITES/Oensingen/DATA/2012/OTHER/Oensingen_Schlag14_LAI_CanopyHeight_Uebersicht_CAmmann.xls;;;;;;;;;;
